date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:51:32	280263/280263	---MCZ	200	added ('OK')	text/css	date:Mon,%2004%20Jul%202022%2011:28:58%20GMT	https://leitmotif.qodeinteractive.com/wp-content/plugins/qi-addons-for-elementor/assets/css/main.min.css?ver=6.0.9	D:/Development/My%20Web%20Sites/movies/leitmotif/leitmotif/leitmotif.qodeinteractive.com/wp-content/plugins/qi-addons-for-elementor/assets/css/main.minbfbf.css	(from https://leitmotif.qodeinteractive.com/)
19:51:33	621/621	---MCZ	200	added ('OK')	text/css	date:Fri,%2022%20Oct%202021%2009:41:37%20GMT	https://leitmotif.qodeinteractive.com/wp-content/themes/leitmotif/style.css?ver=6.0.9	D:/Development/My%20Web%20Sites/movies/leitmotif/leitmotif/leitmotif.qodeinteractive.com/wp-content/themes/leitmotif/stylebfbf.css	(from https://leitmotif.qodeinteractive.com/)
19:51:33	11546/11546	---MCZ	200	added ('OK')	text/css	date:Fri,%2022%20Oct%202021%2009:41:36%20GMT	https://leitmotif.qodeinteractive.com/wp-content/themes/leitmotif/framework/lib/icons-pack/dripicons/dripicons.css?ver=6.0.9	D:/Development/My%20Web%20Sites/movies/leitmotif/leitmotif/leitmotif.qodeinteractive.com/wp-content/themes/leitmotif/framework/lib/icons-pack/dripicons/dripiconsbfbf.css	(from https://leitmotif.qodeinteractive.com/)
19:51:33	632798/632798	---MCZ	200	added ('OK')	text/css	date:Fri,%2022%20Oct%202021%2009:41:36%20GMT	https://leitmotif.qodeinteractive.com/wp-content/themes/leitmotif/assets/css/modules.min.css?ver=6.0.9	D:/Development/My%20Web%20Sites/movies/leitmotif/leitmotif/leitmotif.qodeinteractive.com/wp-content/themes/leitmotif/assets/css/modules.minbfbf.css	(from https://leitmotif.qodeinteractive.com/)
19:51:34	21769/21769	---MCZ	200	added ('OK')	text/css	date:Fri,%2022%20Oct%202021%2009:41:36%20GMT	https://leitmotif.qodeinteractive.com/wp-content/themes/leitmotif/framework/lib/icons-pack/elegant-icons/style.min.css?ver=6.0.9	D:/Development/My%20Web%20Sites/movies/leitmotif/leitmotif/leitmotif.qodeinteractive.com/wp-content/themes/leitmotif/framework/lib/icons-pack/elegant-icons/style.minbfbf.css	(from https://leitmotif.qodeinteractive.com/)
19:51:34	51215/51215	---MCZ	200	added ('OK')	text/css	date:Fri,%2022%20Oct%202021%2009:41:36%20GMT	https://leitmotif.qodeinteractive.com/wp-content/themes/leitmotif/framework/lib/icons-pack/font-awesome/css/fontawesome-all.min.css?ver=6.0.9	D:/Development/My%20Web%20Sites/movies/leitmotif/leitmotif/leitmotif.qodeinteractive.com/wp-content/themes/leitmotif/framework/lib/icons-pack/font-awesome/css/fontawesome-all.minbfbf.css	(from https://leitmotif.qodeinteractive.com/)
19:51:34	51284/51284	---MCZ	200	added ('OK')	text/css	date:Fri,%2022%20Oct%202021%2009:41:36%20GMT	https://leitmotif.qodeinteractive.com/wp-content/themes/leitmotif/framework/lib/icons-pack/ion-icons/css/ionicons.min.css?ver=6.0.9	D:/Development/My%20Web%20Sites/movies/leitmotif/leitmotif/leitmotif.qodeinteractive.com/wp-content/themes/leitmotif/framework/lib/icons-pack/ion-icons/css/ionicons.minbfbf.css	(from https://leitmotif.qodeinteractive.com/)
19:51:35	78080/78080	---MCZ	200	added ('OK')	text/css	date:Fri,%2022%20Oct%202021%2009:41:36%20GMT	https://leitmotif.qodeinteractive.com/wp-content/themes/leitmotif/framework/lib/icons-pack/linea-icons/style.css?ver=6.0.9	D:/Development/My%20Web%20Sites/movies/leitmotif/leitmotif/leitmotif.qodeinteractive.com/wp-content/themes/leitmotif/framework/lib/icons-pack/linea-icons/stylebfbf.css	(from https://leitmotif.qodeinteractive.com/)
19:51:35	8344/8344	---MCZ	200	added ('OK')	text/css	date:Fri,%2022%20Oct%202021%2009:41:36%20GMT	https://leitmotif.qodeinteractive.com/wp-content/themes/leitmotif/framework/lib/icons-pack/linear-icons/style.css?ver=6.0.9	D:/Development/My%20Web%20Sites/movies/leitmotif/leitmotif/leitmotif.qodeinteractive.com/wp-content/themes/leitmotif/framework/lib/icons-pack/linear-icons/stylebfbf.css	(from https://leitmotif.qodeinteractive.com/)
19:51:35	12343/12343	---MCZ	200	added ('OK')	text/css	date:Fri,%2022%20Oct%202021%2009:41:36%20GMT	https://leitmotif.qodeinteractive.com/wp-content/themes/leitmotif/framework/lib/icons-pack/simple-line-icons/simple-line-icons.css?ver=6.0.9	D:/Development/My%20Web%20Sites/movies/leitmotif/leitmotif/leitmotif.qodeinteractive.com/wp-content/themes/leitmotif/framework/lib/icons-pack/simple-line-icons/simple-line-iconsbfbf.css	(from https://leitmotif.qodeinteractive.com/)
19:51:35	11256/11256	---MCZ	200	added ('OK')	text/css	date:Fri,%2022%20Oct%202021%2009:51:45%20GMT	https://leitmotif.qodeinteractive.com/wp-includes/js/mediaelement/mediaelementplayer-legacy.min.css?ver=4.2.16	D:/Development/My%20Web%20Sites/movies/leitmotif/leitmotif/leitmotif.qodeinteractive.com/wp-includes/js/mediaelement/mediaelementplayer-legacy.min08e1.css	(from https://leitmotif.qodeinteractive.com/)
19:51:36	4186/4186	---MCZ	200	added ('OK')	text/css	date:Thu,%2021%20Nov%202019%2009:48:44%20GMT	https://leitmotif.qodeinteractive.com/wp-includes/js/mediaelement/wp-mediaelement.min.css?ver=6.0.9	D:/Development/My%20Web%20Sites/movies/leitmotif/leitmotif/leitmotif.qodeinteractive.com/wp-includes/js/mediaelement/wp-mediaelement.minbfbf.css	(from https://leitmotif.qodeinteractive.com/)
19:51:36	559/559	---MCZ	200	added ('OK')	text/css	date:Tue,%2004%20Feb%202020%2013:41:09%20GMT	https://leitmotif.qodeinteractive.com/wp-content/themes/leitmotif/assets/css/style_dynamic.css?ver=1580823669	D:/Development/My%20Web%20Sites/movies/leitmotif/leitmotif/leitmotif.qodeinteractive.com/wp-content/themes/leitmotif/assets/css/style_dynamic6955.css	(from https://leitmotif.qodeinteractive.com/)
19:51:36	48147/48147	---MCZ	200	added ('OK')	text/css	date:Fri,%2022%20Oct%202021%2009:41:36%20GMT	https://leitmotif.qodeinteractive.com/wp-content/themes/leitmotif/assets/css/modules-responsive.min.css?ver=6.0.9	D:/Development/My%20Web%20Sites/movies/leitmotif/leitmotif/leitmotif.qodeinteractive.com/wp-content/themes/leitmotif/assets/css/modules-responsive.minbfbf.css	(from https://leitmotif.qodeinteractive.com/)
19:51:37	390/390	---MCZ	200	added ('OK')	text/css	date:Tue,%2004%20Feb%202020%2013:41:09%20GMT	https://leitmotif.qodeinteractive.com/wp-content/themes/leitmotif/assets/css/style_dynamic_responsive.css?ver=1580823669	D:/Development/My%20Web%20Sites/movies/leitmotif/leitmotif/leitmotif.qodeinteractive.com/wp-content/themes/leitmotif/assets/css/style_dynamic_responsive6955.css	(from https://leitmotif.qodeinteractive.com/)
19:51:37	10756/10756	---MCZ	200	added ('OK')	text/css	date:Fri,%2022%20Oct%202021%2009:40:28%20GMT	https://leitmotif.qodeinteractive.com/wp-content/plugins/leitmotif-core/core-dashboard/assets/css/core-dashboard.min.css?ver=6.0.9	D:/Development/My%20Web%20Sites/movies/leitmotif/leitmotif/leitmotif.qodeinteractive.com/wp-content/plugins/leitmotif-core/core-dashboard/assets/css/core-dashboard.minbfbf.css	(from https://leitmotif.qodeinteractive.com/)
19:51:37	462565/462565	---MCZ	200	added ('OK')	text/css	date:Mon,%2024%20Oct%202022%2012:46:24%20GMT	https://leitmotif.qodeinteractive.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.10.0	D:/Development/My%20Web%20Sites/movies/leitmotif/leitmotif/leitmotif.qodeinteractive.com/wp-content/plugins/js_composer/assets/css/js_composer.minf7be.css	(from https://leitmotif.qodeinteractive.com/)
19:51:38	80/80	---MCZ	200	added ('OK')	text/css	date:Wed,%2015%20Dec%202021%2013:27:24%20GMT	https://leitmotif.qodeinteractive.com/wp-content/plugins/qode-zendesk-chat//assets/main.css?ver=6.0.9	D:/Development/My%20Web%20Sites/movies/leitmotif/leitmotif/leitmotif.qodeinteractive.com/wp-content/plugins/qode-zendesk-chat/assets/mainbfbf.css	(from https://leitmotif.qodeinteractive.com/)
19:51:38	89521/89521	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2022%20Oct%202021%2009:51:45%20GMT	https://leitmotif.qodeinteractive.com/wp-includes/js/jquery/jquery.min.js?ver=3.6.0	D:/Development/My%20Web%20Sites/movies/leitmotif/leitmotif/leitmotif.qodeinteractive.com/wp-includes/js/jquery/jquery.minaf6c.js	(from https://leitmotif.qodeinteractive.com/)
19:51:38	11224/11224	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2022%20Oct%202021%2009:51:45%20GMT	https://leitmotif.qodeinteractive.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	D:/Development/My%20Web%20Sites/movies/leitmotif/leitmotif/leitmotif.qodeinteractive.com/wp-includes/js/jquery/jquery-migrate.mind617.js	(from https://leitmotif.qodeinteractive.com/)
19:51:39	165339/165339	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2024%20Oct%202022%2012:43:29%20GMT	https://leitmotif.qodeinteractive.com/wp-content/plugins/revslider/public/assets/js/rbtools.min.js?ver=6.6.5	D:/Development/My%20Web%20Sites/movies/leitmotif/leitmotif/leitmotif.qodeinteractive.com/wp-content/plugins/revslider/public/assets/js/rbtools.min0660.js	(from https://leitmotif.qodeinteractive.com/)
19:51:39	407331/407331	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2024%20Oct%202022%2012:43:29%20GMT	https://leitmotif.qodeinteractive.com/wp-content/plugins/revslider/public/assets/js/rs6.min.js?ver=6.6.5	D:/Development/My%20Web%20Sites/movies/leitmotif/leitmotif/leitmotif.qodeinteractive.com/wp-content/plugins/revslider/public/assets/js/rs6.min0660.js	(from https://leitmotif.qodeinteractive.com/)
19:51:39	50605/50605	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2024%20Oct%202022%2012:31:37%20GMT	https://leitmotif.qodeinteractive.com/wp-content/plugins/wp-user-avatar/assets/flatpickr/flatpickr.min.js?ver=4.3.0	D:/Development/My%20Web%20Sites/movies/leitmotif/leitmotif/leitmotif.qodeinteractive.com/wp-content/plugins/wp-user-avatar/assets/flatpickr/flatpickr.minb2f9.js	(from https://leitmotif.qodeinteractive.com/)
19:51:40	70851/70851	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2024%20Oct%202022%2012:31:37%20GMT	https://leitmotif.qodeinteractive.com/wp-content/plugins/wp-user-avatar/assets/select2/select2.min.js?ver=4.3.0	D:/Development/My%20Web%20Sites/movies/leitmotif/leitmotif/leitmotif.qodeinteractive.com/wp-content/plugins/wp-user-avatar/assets/select2/select2.minb2f9.js	(from https://leitmotif.qodeinteractive.com/)
19:51:41	117047/117047	---MCZ	200	added ('OK')	application/json	date:Thu,%2015%20Aug%202024%2014:21:42%20GMT	https://leitmotif.qodeinteractive.com/wp-json/wp/v2/pages/7	D:/Development/My%20Web%20Sites/movies/leitmotif/leitmotif/leitmotif.qodeinteractive.com/wp-json/wp/v2/pages/7.json	(from https://leitmotif.qodeinteractive.com/)
19:51:41	170949/170949	---MCZ	200	added ('OK')	application/json	date:Thu,%2015%20Aug%202024%2014:21:42%20GMT	https://leitmotif.qodeinteractive.com/wp-json/	D:/Development/My%20Web%20Sites/movies/leitmotif/leitmotif/leitmotif.qodeinteractive.com/wp-json/index.html	(from https://leitmotif.qodeinteractive.com/)
19:51:43	83580/83580	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2015%20Aug%202024%2014:21:43%20GMT	https://leitmotif.qodeinteractive.com/xmlrpc.php?rsd	D:/Development/My%20Web%20Sites/movies/leitmotif/leitmotif/leitmotif.qodeinteractive.com/xmlrpc0db0.php	(from https://leitmotif.qodeinteractive.com/)
19:51:43	1045/1045	---MCZ	200	added ('OK')	application/xml	date:Mon,%2016%20Sep%202019%2008:37:50%20GMT	https://leitmotif.qodeinteractive.com/wp-includes/wlwmanifest.xml	D:/Development/My%20Web%20Sites/movies/leitmotif/leitmotif/leitmotif.qodeinteractive.com/wp-includes/wlwmanifest.xml	(from https://leitmotif.qodeinteractive.com/)
19:51:44	2365/2365	---MCZ	200	added ('OK')	application/json	date:Thu,%2015%20Aug%202024%2014:21:45%20GMT	https://leitmotif.qodeinteractive.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fleitmotif.qodeinteractive.com%2F	D:/Development/My%20Web%20Sites/movies/leitmotif/leitmotif/leitmotif.qodeinteractive.com/wp-json/oembed/1.0/embed857f.json	(from https://leitmotif.qodeinteractive.com/)
19:51:45	2419/2419	---MCZ	200	added ('OK')	text/xml	date:Thu,%2015%20Aug%202024%2014:21:46%20GMT	https://leitmotif.qodeinteractive.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fleitmotif.qodeinteractive.com%2F&format=xml	D:/Development/My%20Web%20Sites/movies/leitmotif/leitmotif/leitmotif.qodeinteractive.com/wp-json/oembed/1.0/embedee5f	(from https://leitmotif.qodeinteractive.com/)
19:51:46	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2015%20Aug%202024%2014:21:46%20GMT	http://leitmotif.qodeinteractive.com/?wordfence_lh=1&hid=A9E83BFFBBBC2AA15A2AAAC58B02A0ED	D:/Development/My%20Web%20Sites/movies/leitmotif/leitmotif/leitmotif.qodeinteractive.com/indexe4c9.html	(from https://leitmotif.qodeinteractive.com/)
19:51:46	1282/1282	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Oct%202019%2014:28:25%20GMT	https://leitmotif.qodeinteractive.com/wp-content/uploads/2019/10/cropped-favicon-1-32x32.png	D:/Development/My%20Web%20Sites/movies/leitmotif/leitmotif/leitmotif.qodeinteractive.com/wp-content/uploads/2019/10/cropped-favicon-1-32x32.png	(from https://leitmotif.qodeinteractive.com/)
19:51:47	24344/24344	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Oct%202019%2014:28:25%20GMT	https://leitmotif.qodeinteractive.com/wp-content/uploads/2019/10/cropped-favicon-1-192x192.png	D:/Development/My%20Web%20Sites/movies/leitmotif/leitmotif/leitmotif.qodeinteractive.com/wp-content/uploads/2019/10/cropped-favicon-1-192x192.png	(from https://leitmotif.qodeinteractive.com/)
19:51:47	25378/25378	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Oct%202019%2014:28:25%20GMT	https://leitmotif.qodeinteractive.com/wp-content/uploads/2019/10/cropped-favicon-1-180x180.png	D:/Development/My%20Web%20Sites/movies/leitmotif/leitmotif/leitmotif.qodeinteractive.com/wp-content/uploads/2019/10/cropped-favicon-1-180x180.png	(from https://leitmotif.qodeinteractive.com/)
19:51:48	2723/2723	---M--	200	added ('OK')	image/png	date:Tue,%2001%20Oct%202019%2011:35:54%20GMT	https://leitmotif.qodeinteractive.com/wp-content/uploads/2019/10/logo-default.png	D:/Development/My%20Web%20Sites/movies/leitmotif/leitmotif/leitmotif.qodeinteractive.com/wp-content/uploads/2019/10/logo-default.png	(from https://leitmotif.qodeinteractive.com/)
19:51:48	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2015%20Aug%202024%2014:21:49%20GMT	http://leitmotif.qodeinteractive.com/wp-content/plugins/revslider/public/assets/assets/dummy.png	D:/Development/My%20Web%20Sites/movies/leitmotif/leitmotif/leitmotif.qodeinteractive.com/wp-content/plugins/revslider/public/assets/assets/dummy.png	(from https://leitmotif.qodeinteractive.com/)
19:51:49	68/68	---M--	200	added ('OK')	image/png	date:Mon,%2024%20Oct%202022%2012:43:29%20GMT	https://leitmotif.qodeinteractive.com/wp-content/plugins/revslider/public/assets/assets/dummy.png	D:/Development/My%20Web%20Sites/movies/leitmotif/leitmotif/leitmotif.qodeinteractive.com/wp-content/plugins/revslider/public/assets/assets/dummy.png	(from https://leitmotif.qodeinteractive.com/)
19:51:49	5043/5043	---M--	200	added ('OK')	image/png	date:Mon,%2016%20Sep%202019%2008:37:49%20GMT	https://leitmotif.qodeinteractive.com/wp-content/uploads/2019/08/h1-img-02.png	D:/Development/My%20Web%20Sites/movies/leitmotif/leitmotif/leitmotif.qodeinteractive.com/wp-content/uploads/2019/08/h1-img-02.png	(from https://leitmotif.qodeinteractive.com/)
19:51:49	129823/129823	---MCZ	200	added ('OK')	text/html	date:Thu,%2015%20Aug%202024%2014:21:50%20GMT	https://leitmotif.qodeinteractive.com/trailers-home/	D:/Development/My%20Web%20Sites/movies/leitmotif/leitmotif/leitmotif.qodeinteractive.com/trailers-home/index.html	(from https://leitmotif.qodeinteractive.com/)
19:51:49	7034/7034	---M--	200	added ('OK')	image/png	date:Mon,%2016%20Sep%202019%2008:37:49%20GMT	https://leitmotif.qodeinteractive.com/wp-content/uploads/2019/08/h1-img-03.png	D:/Development/My%20Web%20Sites/movies/leitmotif/leitmotif/leitmotif.qodeinteractive.com/wp-content/uploads/2019/08/h1-img-03.png	(from https://leitmotif.qodeinteractive.com/)
19:51:50	4994/4994	---M--	200	added ('OK')	image/png	date:Mon,%2016%20Sep%202019%2008:37:49%20GMT	https://leitmotif.qodeinteractive.com/wp-content/uploads/2019/08/h1-img-04.png	D:/Development/My%20Web%20Sites/movies/leitmotif/leitmotif/leitmotif.qodeinteractive.com/wp-content/uploads/2019/08/h1-img-04.png	(from https://leitmotif.qodeinteractive.com/)
19:51:50	155221/155221	---MCZ	200	added ('OK')	text/html	date:Thu,%2015%20Aug%202024%2014:21:51%20GMT	https://leitmotif.qodeinteractive.com/director-home/	D:/Development/My%20Web%20Sites/movies/leitmotif/leitmotif/leitmotif.qodeinteractive.com/director-home/index.html	(from https://leitmotif.qodeinteractive.com/)
19:51:50	99840/99840	---MCZ	200	added ('OK')	text/html	date:Thu,%2015%20Aug%202024%2014:21:51%20GMT	https://leitmotif.qodeinteractive.com/interactive-links/	D:/Development/My%20Web%20Sites/movies/leitmotif/leitmotif/leitmotif.qodeinteractive.com/interactive-links/index.html	(from https://leitmotif.qodeinteractive.com/)
19:51:51	6249/6249	---M--	200	added ('OK')	image/png	date:Mon,%2016%20Sep%202019%2008:37:49%20GMT	https://leitmotif.qodeinteractive.com/wp-content/uploads/2019/08/h1-img-05.png	D:/Development/My%20Web%20Sites/movies/leitmotif/leitmotif/leitmotif.qodeinteractive.com/wp-content/uploads/2019/08/h1-img-05.png	(from https://leitmotif.qodeinteractive.com/)
19:51:52	201252/201252	---MCZ	200	added ('OK')	text/html	date:Thu,%2015%20Aug%202024%2014:21:52%20GMT	https://leitmotif.qodeinteractive.com/movie-studio/	D:/Development/My%20Web%20Sites/movies/leitmotif/leitmotif/leitmotif.qodeinteractive.com/movie-studio/index.html	(from https://leitmotif.qodeinteractive.com/)
19:51:52	96045/96045	---MCZ	200	added ('OK')	text/html	date:Thu,%2015%20Aug%202024%2014:21:53%20GMT	https://leitmotif.qodeinteractive.com/showcase-reel/	D:/Development/My%20Web%20Sites/movies/leitmotif/leitmotif/leitmotif.qodeinteractive.com/showcase-reel/index.html	(from https://leitmotif.qodeinteractive.com/)
19:51:53	117268/117268	---M--	200	added ('OK')	image/jpeg	date:Mon,%2016%20Sep%202019%2008:37:49%20GMT	https://leitmotif.qodeinteractive.com/wp-content/uploads/2019/08/h1-img-01.jpg	D:/Development/My%20Web%20Sites/movies/leitmotif/leitmotif/leitmotif.qodeinteractive.com/wp-content/uploads/2019/08/h1-img-01.jpg	(from https://leitmotif.qodeinteractive.com/)
19:51:53	110481/110481	---MCZ	200	added ('OK')	text/html	date:Thu,%2015%20Aug%202024%2014:21:52%20GMT	https://leitmotif.qodeinteractive.com/fullscreen-slider/	D:/Development/My%20Web%20Sites/movies/leitmotif/leitmotif/leitmotif.qodeinteractive.com/fullscreen-slider/index.html	(from https://leitmotif.qodeinteractive.com/)
19:51:53	135782/135782	---MCZ	200	added ('OK')	text/html	date:Thu,%2015%20Aug%202024%2014:21:53%20GMT	https://leitmotif.qodeinteractive.com/film-festival/	D:/Development/My%20Web%20Sites/movies/leitmotif/leitmotif/leitmotif.qodeinteractive.com/film-festival/index.html	(from https://leitmotif.qodeinteractive.com/)
19:51:53	125364/125364	---MCZ	200	added ('OK')	text/html	date:Thu,%2015%20Aug%202024%2014:21:54%20GMT	https://leitmotif.qodeinteractive.com/horizontal-portfolio/	D:/Development/My%20Web%20Sites/movies/leitmotif/leitmotif/leitmotif.qodeinteractive.com/horizontal-portfolio/index.html	(from https://leitmotif.qodeinteractive.com/)
19:51:53	2563/2563	---M--	200	added ('OK')	image/png	date:Mon,%2016%20Sep%202019%2008:37:49%20GMT	https://leitmotif.qodeinteractive.com/wp-content/uploads/2019/08/h1-img-06.png	D:/Development/My%20Web%20Sites/movies/leitmotif/leitmotif/leitmotif.qodeinteractive.com/wp-content/uploads/2019/08/h1-img-06.png	(from https://leitmotif.qodeinteractive.com/)
19:51:54	5085/5085	---M--	200	added ('OK')	image/png	date:Mon,%2016%20Sep%202019%2008:37:49%20GMT	https://leitmotif.qodeinteractive.com/wp-content/uploads/2019/08/h1-img-07.png	D:/Development/My%20Web%20Sites/movies/leitmotif/leitmotif/leitmotif.qodeinteractive.com/wp-content/uploads/2019/08/h1-img-07.png	(from https://leitmotif.qodeinteractive.com/)
19:51:54	185001/185001	---MCZ	200	added ('OK')	text/html	date:Thu,%2015%20Aug%202024%2014:21:55%20GMT	https://leitmotif.qodeinteractive.com/about-us/	D:/Development/My%20Web%20Sites/movies/leitmotif/leitmotif/leitmotif.qodeinteractive.com/about-us/index.html	(from https://leitmotif.qodeinteractive.com/)
19:51:55	107630/107630	---MCZ	200	added ('OK')	text/html	date:Thu,%2015%20Aug%202024%2014:21:56%20GMT	https://leitmotif.qodeinteractive.com/about-me/	D:/Development/My%20Web%20Sites/movies/leitmotif/leitmotif/leitmotif.qodeinteractive.com/about-me/index.html	(from https://leitmotif.qodeinteractive.com/)
